,Topic,TweetId,AuthorId,AuthorName,AuthorUsername,#urls,urls,Text,canonical_urls
3265,4.0,1451030790788329473,2230257426,GN,gnimie,0,https://t.co/XbKvYPzjTF,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/XbKvYPzjTF,
3266,4.0,1451006682268504069,863051923175292929,Let Us Pray #StandWithUkraine,ImPreach,0,https://t.co/3vtUjNoHYd,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/3vtUjNoHYd,
3269,4.0,1450976963322073094,778590134,TerryCommentary,TerryCommentary,0,https://t.co/OIMzxXgM4y,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/OIMzxXgM4y,
3270,4.0,1450973491369443328,28688029,Andrea,nscpbrat,0,https://t.co/4iXii3Op4h,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure Congress to END fossil fuel subsidies? https://t.co/4iXii3Op4h",
3271,4.0,1450958966809317378,1442880398799904775,MICHAEL CAPPS,MICHAEL97808551,0,https://t.co/ZDKx7Cpvvo,A US small-town mayor sued the oil industry. Then Exxon went after him - The Guardian https://t.co/ZDKx7Cpvvo via @GoogleNews,
3275,4.0,1450924853947768833,1247205017091801089,Rebekah Greene Carnegie,CarnegieGreene,0,https://t.co/e7nxwaPcsz,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure Congress to END fossil fuel subsidies? https://t.co/e7nxwaPcsz",
3287,4.0,1450888431341641739,1302369208072835072,catintheHague,catintheHague,0,https://t.co/0LXmjyk4TV,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/0LXmjyk4TV,
3294,4.0,1450848928178454534,632797404,James Cracknell💙🇺🇦,JamesCracknell1,0,https://t.co/8mvkn9H6eK,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/8mvkn9H6eK https://t.co/DgZcMTQmGy,
3295,4.0,1450848928178454534,632797404,James Cracknell💙🇺🇦,JamesCracknell1,1,https://t.co/DgZcMTQmGy,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/8mvkn9H6eK https://t.co/DgZcMTQmGy,
3298,4.0,1450843382662590472,613588387,switterist,switterist,0,https://t.co/QvbTad1VYg,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/QvbTad1VYg,
3305,4.0,1450824264517668876,338358708,BEN MURPHY,thisisbenmurphy,0,https://t.co/xk5wGy4Hyj,"ExxonMobil knowingly contributed to, but won't pay for, the #ClimateCrisis. A small-town mayor sued ... big oil went after him. Story by @ChrisMcGreal via @Guardian. #Disruption #EnvironmentalJustice 
https://t.co/xk5wGy4Hyj",
3308,4.0,1450810291923693577,63520529,Bridget Shirvell,breeshirvell,0,https://t.co/skwBxxaetD,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/skwBxxaetD https://t.co/TcUjHttNAh,
3309,4.0,1450810291923693577,63520529,Bridget Shirvell,breeshirvell,1,https://t.co/TcUjHttNAh,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/skwBxxaetD https://t.co/TcUjHttNAh,
3315,4.0,1450804955451781127,731019727,Pure True Love 💕 🇧🇿,charluv2011,0,https://t.co/aHm5SawXWX,A US small-town mayor sued the oil industry. Then #Exxon went after him - The Guardian https://t.co/aHm5SawXWX via @GoogleNews,
3316,4.0,1450796326845882369,193546248,Edward Goldberg,edgoldster,0,https://t.co/OaTmFM64QQ,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure Congress to END fossil fuel subsidies? https://t.co/OaTmFM64QQ",
3322,4.0,1450729164915585024,1311780604103610368,Grandma Barb,BarbMccown,0,https://t.co/b7mvbsXfPY,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure Congress to END fossil fuel subsidies? https://t.co/b7mvbsXfPY",
3324,4.0,1450694670829375489,75834891,We the People have an FBI file.,almcdermid,0,https://t.co/GIriAp9vom,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/GIriAp9vom,
3326,4.0,1450679475457323016,974324699579654144,diana,DveDiana,0,https://t.co/ZBABmtN48B,"Fucking Exxon
A US small-town mayor sued the oil industry. Then Exxon went after him | Climate crisis | The Guardian https://t.co/ZBABmtN48B",
3330,4.0,1450615770250190849,1157418055330410496,Dave Davidson,DaveTheBroc,0,https://t.co/Z44UEDelS9,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/Z44UEDelS9,
3332,4.0,1450601854686072840,807678582,Peter L. Herb,flowermob,0,https://t.co/bW1TUeLaJg,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/bW1TUeLaJg,
3336,4.0,1450571210090237954,380728975,evolveSustain,evolvesustain,0,https://t.co/F6XUw2pmtF,"[USA] \ a small-town mayor sued the oil industry. then Exxon went after him. &gt;&gt; the mayor of Imperial Beach, California, says big oil wants him to drop the lawsuit demanding the industry pay for the climate crisis https://t.co/F6XUw2pmtF",
3339,4.0,1450538933264211979,21569248,dennisfa🇺🇦🇺🇦🇺🇦🇺🇸🇺🇸🇺🇸,dennisfa,0,https://t.co/hlhqEPKRyV,A US small-town mayor sued the oil industry. Then Exxon went after him - The Guardian https://t.co/hlhqEPKRyV via @GoogleNews,
3340,4.0,1450529519035633675,21474769,Friedrich List,simulator8,0,https://t.co/i0LHDRlEtX,A US small-town mayor sued the oil industry. Then Exxon went after him - The Guardian https://t.co/i0LHDRlEtX via @GoogleNews,
3342,4.0,1450492089830100992,23369246,EARTHDAY.ORG,EarthDay,0,https://t.co/o15XO0CtaI,"""Mayor of Imperial Beach, California, says big oil wants him to drop the lawsuit demanding the industry pay for the climate crisis. Serge Dedina is a surfer, environmentalist and mayor of Imperial Beach, a small working-class city on the California coast""

https://t.co/o15XO0CtaI",
3351,4.0,1450351236851503110,14346354,Tess Feb,tessfeb,0,https://t.co/nI0PxE4F6A,"The Guardian: A US small-town mayor sued the oil industry. Then Exxon went after him.
https://t.co/nI0PxE4F6A

via @GoogleNews",
3354,4.0,1450333538935574533,105108856,Gayle Edmunds,GayleMahala,0,https://t.co/QzstBZ72mP,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/QzstBZ72mP,
3355,4.0,1450315419642912771,1249591047841288192,Debra Kammueller,DKammueller,0,https://t.co/Mcs4Zraycu?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign this petition to pressure the Senate to END fossil fuel subsidies https://t.co/Mcs4Zraycu?",
3357,4.0,1450311305001328641,31607496,dUsTiN,dustinfalgout,0,https://t.co/8fW4iDca5H,A US small-town mayor sued the oil industry. Then Exxon went after him - The Guardian https://t.co/8fW4iDca5H via @GoogleNews,
3359,4.0,1450285865847205894,17674244,Vas,crypticvalentin,0,https://t.co/NZcE7cvytM,A US small-town mayor sued the oil industry. Then Exxon went after him..#Exxon  https://t.co/NZcE7cvytM,
3361,4.0,1450278031688441856,449600949,SafetyPin-Daily,SafetyPinDaily,0,https://t.co/YFt8qDONZP,A US small-town mayor sued the oil industry. Then Exxon went after him || Via: Guardian https://t.co/YFt8qDONZP,
3377,4.0,1450203079987580934,1283540598427983872,Richard Blaber,RMBlaber56,0,https://t.co/NgAb9aeIYd,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/NgAb9aeIYd,
3382,4.0,1450187905784324097,1419102729969061893,my2angels,my2angels8,0,https://t.co/mtJtrGfola,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/mtJtrGfola,
3383,4.0,1450181143182168076,449600949,SafetyPin-Daily,SafetyPinDaily,0,https://t.co/YFt8qDONZP,A US small-town mayor sued the oil industry. Then Exxon went after him || Via Guardian https://t.co/YFt8qDONZP,
3389,4.0,1450168161450536961,416128895,Mark Campanale,CampanaleMark,0,https://t.co/MK1HvofAf5,"A US small-town mayor sued the oil industry. Then Exxon went after him.  The mayor of Imperial Beach, California, says big oil wants him to drop the lawsuit demanding the industry pay for the climate crisis

https://t.co/MK1HvofAf5",
3391,4.0,1450157027351678978,604237593,Peggy Peattie,PeggyPeattie,0,https://t.co/9LiWplprj0,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/9LiWplprj0,
3392,4.0,1450155860995477504,21474769,Friedrich List,simulator8,0,https://t.co/i0LHDRlEtX,A US small-town mayor sued the oil industry. Then Exxon went after him - The Guardian https://t.co/i0LHDRlEtX via @GoogleNews,
3394,4.0,1450136955124027393,1351243951559229440,Conejo Climate Coalition,ConejoClimate,0,https://t.co/r6z4noPF45,"A US small-town mayor sued the oil industry. Then Exxon went after him 

The mayor of Imperial Beach, California, says big oil wants him to drop the lawsuit demanding the industry pay for the #ClimateCrisis

https://t.co/r6z4noPF45",
3397,4.0,1450131496237404166,956215555748483077,Center for Climate Integrity,climatecosts,0,https://t.co/wRiKGu1Y6U,"The mayor of Imperial Beach, California, @sergededina,  says Big Oil wants him to drop the lawsuit demanding the industry pay for the climate crisis. https://t.co/wRiKGu1Y6U",
3401,4.0,1450111528842276868,46899351,Neeshad Shafi,ineeshadvs,0,https://t.co/Gz0pzXH0oB,A #US small-town mayor sued the #oil industry. Then #Exxon went after him https://t.co/Gz0pzXH0oB,
3402,4.0,1450109516977250306,12176742,Robert C. Fried,RobertCFried,0,https://t.co/dVESomAs4L,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/dVESomAs4L,
3403,4.0,1450109500115935232,32633111,The Sojourner Truth,sotrueradio,0,https://t.co/XltZZCskUl,A US small-town mayor sued the oil industry. Then Exxon went after him - The Guardian https://t.co/XltZZCskUl via @GoogleNews,
3407,4.0,1450097409141448704,456815763,Joan Gralla,JoanGralla,0,https://t.co/3XnaBwmPBs,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/3XnaBwmPBs,
3412,4.0,1450082999308017671,449600949,SafetyPin-Daily,SafetyPinDaily,0,https://t.co/YFt8qDONZP,A US small-town mayor sued the oil industry. Then Exxon went after him | Via Guardian https://t.co/YFt8qDONZP,
3414,4.0,1450070444246114305,780562134,#BlackLivesMatter 💙,CathesComicz,0,https://t.co/Naaouh1Yfn,"The Guardian: A US small-town mayor sued the oil industry. Then Exxon went after him.
https://t.co/Naaouh1Yfn

via @GoogleNews",
3417,4.0,1450044920467791872,356203961,mgg,MGGrasso,0,https://t.co/ljJFbKXOha,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/ljJFbKXOha,
3419,4.0,1450018848791568385,1147136656857849857,Gaël de Buny,DelbaenG,0,https://t.co/c5P7sVj18O,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/c5P7sVj18O,
3420,4.0,1449998894532792320,1441008354,Peter Lipman,peteralipman,0,https://t.co/hfcP0XnEzq,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/hfcP0XnEzq,
3422,4.0,1449946875658973187,2764194957,International Revolution News,DonkttNews,0,https://t.co/0Qrzi1FtO6,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/0Qrzi1FtO6,
3424,4.0,1449927389002227716,244202874,Money is Power,MiracleSeeeker,0,https://t.co/CfTFBU7YWW,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/CfTFBU7YWW,
3426,4.0,1449902627446312966,1193008291586232320,FIGHTING for our CHILDRENS FUTURE,dglnkle,0,https://t.co/kdjZ38ReyS,"ALL areas around the world affected by the climate crisis needs to immediately sue  fossil fuels @suexxon please retweet #suexxon for the climate crisis burning forests to flooding to breathing problems EVERYONE SUE EXXON NOW 

https://t.co/kdjZ38ReyS",
3428,4.0,1449856765886148610,1431031490,#TheRealSpiderMan - Who said sanctions don't work?,Arthur59611540,0,https://t.co/14WXJiJxXc,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/14WXJiJxXc,
3429,4.0,1449846472070074369,21578604,Eugene Chin,gene038,0,https://t.co/agxGbYbtVD,"Climate Brief: News Roundup, A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/agxGbYbtVD",
3431,4.0,1449838784443555840,970842271,Yvonne  K.,YvonneKirlew,0,https://t.co/gNPTrWP3YM,"Climate Brief: News Roundup, A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/gNPTrWP3YM",
3432,4.0,1449833495388250113,394543843,Jerome OLLIER,JeromeOLLIER,0,https://t.co/p9MbdZuGGF,Actus Mer/Sea News:  A US small-town mayor sued the oil industry. Then @exxonmobil went after him - @ChrisMcGreal @guardianeco https://t.co/p9MbdZuGGF https://t.co/VNQfwsG93f,
3433,4.0,1449833495388250113,394543843,Jerome OLLIER,JeromeOLLIER,1,https://t.co/VNQfwsG93f,Actus Mer/Sea News:  A US small-town mayor sued the oil industry. Then @exxonmobil went after him - @ChrisMcGreal @guardianeco https://t.co/p9MbdZuGGF https://t.co/VNQfwsG93f,
3434,4.0,1449831706303864835,1108871209377247232,EarthCanoe,CondorandtheC,0,https://t.co/eeMUhMKBMh,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/eeMUhMKBMh,
3437,4.0,1449810002210803712,1945131253,Sabina#DACA#BLM🌈🌊,AllicBales,0,https://t.co/vKyZrpKZRV,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/vKyZrpKZRV,
3438,4.0,1449809597930217475,1945131253,Sabina#DACA#BLM🌈🌊,AllicBales,0,https://t.co/vKyZrpKZRV,"Dedina is a Hero!
A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/vKyZrpKZRV",
3439,4.0,1449807953838575618,401142453,Steve Lessner,SteveLessner,0,https://t.co/J22uHgnax8,A US small-town mayor @sergededina @paloma4ib sued the oil industry. Then Exxon went after him | Climate crisis | The Guardian https://t.co/J22uHgnax8,
3440,4.0,1449805555191611397,19263836,Jason Sorter,jasonsorter,0,https://t.co/jEilSLL2OG,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/jEilSLL2OG,
3442,4.0,1449799608847138818,1411772907185836032,Sarah Needham,SarahNe47546120,0,https://t.co/L92hgC8gL1,Fossil fuel companies should pay! This is what every city affected by the climate crisis (so every city!) should be doing. https://t.co/L92hgC8gL1,
3444,4.0,1449793797861240834,23358779,Kikumon,nomukik,0,https://t.co/nOMVmxQ6nl,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/nOMVmxQ6nl,
3446,4.0,1449786379169316867,330502336,Solaria Zephyrine,sauravayu,0,https://t.co/mmVMABKDIc,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/mmVMABKDIc,
3448,4.0,1449782454995324931,1007707906064732160,Klimatbevakaren,klimatbevakaren,0,https://t.co/D0uXNrBdjx,"“People ask, how did you go against the world’s largest fossil fuel companies? Isn’t that scary? No. What’s scary is coastal flooding and the idea that whole cities would be under water”. https://t.co/D0uXNrBdjx",
3449,4.0,1449781833508474884,1296524506887073793,Climate Social Science Network,ClimateSSN,0,https://t.co/kXC6OUOU83,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/kXC6OUOU83,
3454,4.0,1449766200221831178,1393018321889636354,Vets4Climate,Vets4Climate,0,https://t.co/RM2pQEDwNB,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/RM2pQEDwNB,
3455,4.0,1449762970016391168,2823650596,Lisa Noel,lisanoel1968,0,https://t.co/1QLxLryLes,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/1QLxLryLes,
3459,4.0,1449756291153502211,19625943,Don Doornbos,ddoorn,0,https://t.co/Uvpz9T2DXn,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/Uvpz9T2DXn,
3460,4.0,1449752324755255303,21444680,Marytny 🇺🇦🌻,marytny,0,https://t.co/kRPUro2aKl,A US #CA small-town mayor #SergeDedina sued the oil industry. Then #ExxonMobil and the #FarRight went after him https://t.co/kRPUro2aKl #ImperialBeach #BP #Chevron,
3469,4.0,1449742636940673031,110194870,Paul Cogan,PaulCogan,0,https://t.co/6MTK6YzzIy,"A US small-town mayor sued the oil industry. Then Exxon went after him
https://t.co/6MTK6YzzIy",
3471,4.0,1449738170850070533,407373638,pd3,patdwyer3,0,https://t.co/4nasNQXl9R,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/4nasNQXl9R,
3472,4.0,1449737433654829057,51002583,Matthew Rimmer,DrRimmer,0,https://t.co/XCIHzpwpWy,Climate litigation - A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/XCIHzpwpWy #uslaw,
3473,4.0,1449731965825978370,1159445850730455045,EcologyAfricaFoundation(E.A.F),EcologyAfricaF1,0,https://t.co/UVqk0FJ6MH,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/UVqk0FJ6MH,
3474,4.0,1449727344143384576,1362177019,Nahid Alaei,NahidAlaei,0,https://t.co/dLyOHJTccQ,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/dLyOHJTccQ,
3478,4.0,1449721365259563011,349760464,Indy Tink,PlanetTink,0,https://t.co/EkxwKgXjf8,I am rooting for this mayor: https://t.co/EkxwKgXjf8,
3479,4.0,1449717888630378500,462451433,Steve 3.5%💙🇺🇦🇺🇦🇺🇦,digger736,0,https://t.co/Q60Kxg9N3g,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/Q60Kxg9N3g,
3480,4.0,1449715481301094404,480582018,78 Days Now Twit Jack Dorsey Silences @fueLgrannie,JClickbaited,0,https://t.co/vvULurxmNB,A US small-town mayor sued the oil industry. Then Exxon went after him | Climate crisis | The Guardian https://t.co/vvULurxmNB,
3481,4.0,1449715272051429380,2287063508,Ed Eldridge,ed_eldridge,0,https://t.co/RjmjmBQLMd,"File Under: Gangster Capitalism
The Guardian: A US small-town mayor sued the oil industry. Then Exxon went after him.
https://t.co/RjmjmBQLMd

via @GoogleNews",
3482,4.0,1449710640910700545,1279946247399288833,patty,seekhopeact,0,https://t.co/wu5qT2hWZ1,A US small-town mayor sued the oil industry. Then Exxon went after him | Climate crisis | The Guardian https://t.co/wu5qT2hWZ1,
3484,4.0,1449703122369134597,1024299415,Sharon Perkins,sP2962,0,https://t.co/eCVK75GnkL,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/eCVK75GnkL,
3487,4.0,1449691229747355651,277997041,Peter Hale,petervhale,0,https://t.co/E3GabS9jW0,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/E3GabS9jW0,
3490,4.0,1449682180288942080,431268135,Christian Sarkar 🇺🇦,christiansarkar,0,https://t.co/5dozd7AZOA,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/5dozd7AZOA,
3492,4.0,1449677941424726017,291193308,Simon Bull,SimonRBull,0,https://t.co/gbICS7bmgI,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/gbICS7bmgI,
3493,4.0,1449677600377524227,206639377,Films4You,MyVideosToWatch,0,https://t.co/CfQrIH5StM,"A US small-town mayor sued the oil industry. Then Exxon went after him.
https://t.co/CfQrIH5StM

via @GoogleNews",
3495,4.0,1449673011850670082,1290643849853800448,dan_mcTalf 🇺🇦🏳️‍🌈🇺🇦🏳️‍🌈,dan_mctalf1,0,https://t.co/ptGdsjWiAb,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/ptGdsjWiAb,
3499,4.0,1449654083514736645,102766650,maya,mayasdreams,0,https://t.co/W4T69NVbRo,"A US small-town mayor sued the oil industry. Then Exxon went after him
The mayor of Imperial Beach, California, says big oil wants him to drop the lawsuit demanding the industry pay for the climate crisis https://t.co/W4T69NVbRo",
3503,4.0,1449644921955262464,119675475,Richard Ingerstad,xring59,0,https://t.co/qxOXRu5Enh,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/qxOXRu5Enh,
3504,4.0,1449639120486162432,706209304378896384,Bernie Supporter #1 for #ZeroCovid,teambernie27001,0,https://t.co/P2Py1WEJIM,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/P2Py1WEJIM,
3505,4.0,1449638963589775365,2716228219,Cathlene Sareli,cbtuck62,0,https://t.co/tVac4iiCPd,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/tVac4iiCPd,
3506,4.0,1449637118410739712,408170133,Social Media Boost,SocMedBoost,0,https://t.co/zLSU8skuhI,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/zLSU8skuhI,
3508,4.0,1449626281226776578,107214767,Rob Baylis Ⓥ,Leafn4give,0,https://t.co/i08733shqr,#ClimateEmergency : A US small-town mayor sued the oil industry. Then Exxon went after him.  Shocking story.  https://t.co/i08733shqr,
3509,4.0,1449621029861593088,237719540,David Whittle,13SciDave,0,https://t.co/hMvTORtO1o,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/hMvTORtO1o,
3512,4.0,1449617374622240768,2860651996,Giuseppe Zolli,joe8Zeta7,0,https://t.co/v7o1f11n2X,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/v7o1f11n2X,
3513,4.0,1449612096900042754,139221296,Peter de Pagter,Peter_de_Pagter,0,https://t.co/BLbKZwKuLj,"A US small-town mayor sued the oil industry. Then Exxon went after him 
https://t.co/BLbKZwKuLj 
via PdP",
3515,4.0,1449610423334998017,1201657058,Ginger Sanders 👊🏻,Gingersandersan,0,https://t.co/a5X8o44GxU,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/a5X8o44GxU,
3517,4.0,1449609789856702469,1296549339968331776,Lisa,Lisa05673289,0,https://t.co/azv8WuWsJE,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/azv8WuWsJE,
3518,4.0,1449608595801264130,76047938,Zack (Zaki) Qayoumi 📻🌌 @iamzaki.eth,iamzaki,0,https://t.co/pJmjMJfw5f,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/pJmjMJfw5f via @guardian https://t.co/Z6K9d6kM3d,
3519,4.0,1449608595801264130,76047938,Zack (Zaki) Qayoumi 📻🌌 @iamzaki.eth,iamzaki,1,https://t.co/Z6K9d6kM3d,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/pJmjMJfw5f via @guardian https://t.co/Z6K9d6kM3d,
3521,4.0,1449591259803181056,137102683,X on Earth,XonEarth,0,https://t.co/zEwJdYkcpZ,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/zEwJdYkcpZ,
3522,4.0,1449587902757806081,1298654423774830595,Emil Muzz,DickFlair3,0,https://t.co/fFvCRRfmYD,A US small-town mayor sued the oil industry. Then Exxon went after him | Climate crisis | The Guardian https://t.co/fFvCRRfmYD,
3525,4.0,1449573191463038981,1473730279,Anna,anna26458,0,https://t.co/87hsnXvWhM,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/87hsnXvWhM,
3526,4.0,1449571447916032006,20211684,Francisco Sanchez,fjs60,0,https://t.co/qchI6lspNp,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/qchI6lspNp,
3527,4.0,1449566853236289537,1363667005715271681,Camha Nguyen,AlexiaN70878395,0,https://t.co/L59JedfGBA,"#ClimateChange
A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/L59JedfGBA",
3528,4.0,1449565583331131394,1292967632,Maureen Mannion,MaureenMannion2,0,https://t.co/f5uhs6gzms,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/f5uhs6gzms,
3529,4.0,1449560160133730304,1146108439891861505,SuBruce,SuBruce5,0,https://t.co/HH1Z8Sw6Ho,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/HH1Z8Sw6Ho,
3530,4.0,1449556925113196546,232710107,Robert Maxwell,RobMax4,0,https://t.co/6DDClzddhR,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/6DDClzddhR,
3533,4.0,1449549769739681801,1054950476217749504,WORLD LEADER 1 ARTHUR GEORGE CARTER,ARTHURGCARTER1,0,https://t.co/v51Wp413bL,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/v51Wp413bL,
3534,4.0,1449548570151952386,2383181178,John,Hyper67,0,https://t.co/Sh9wg3HHm7,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/Sh9wg3HHm7,
3537,4.0,1449539741913784321,495198033,Tedd Abramson,TeddAbramson,0,https://t.co/V0EFW2xyhn,A US small-town mayor sued the oil industry. Then Exxon went after him #Corporate #Terrorism #Exxon  https://t.co/V0EFW2xyhn,
3538,4.0,1449534616948252672,831740758294147072,Maureen H Sullivan,MaureenHSulliv2,0,https://t.co/4gV9iYn6mc,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/4gV9iYn6mc #SmartNews,
3539,4.0,1449530982265081859,202252785,Diana van Eyk,dianavaneyk,0,https://t.co/7PCjACW3gQ,Impressive! A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/7PCjACW3gQ,
3540,4.0,1449528527271825408,77113171,Steve Gelb,BrokenSquares,0,https://t.co/2ewxphXQy8,A US small-town mayor sued the oil industry. Then Exxon went after him. ⁦@exxonmobil⁩ #ClimateCrisis https://t.co/2ewxphXQy8,
3541,4.0,1449527969953640448,1167279149792104448,🥖 The Cheesesteak Guy 🥖,WorksGrill,0,https://t.co/SWizYONGY1,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/SWizYONGY1,
3542,4.0,1449527130308558850,195610523,BRIAN FUNNAGAN,FUNNAGAN,0,https://t.co/y8X1gZbIiM,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/y8X1gZbIiM,
3543,4.0,1449526222531203072,1427912649174568960,KB #StandWithUkraine 🇺🇦,GalwayGirl2505,0,https://t.co/FJB9RFjrtp,"A US small-town mayor sued the oil industry. Then Exxon went after him : 
The mayor of Imperial Beach, California, says big oil wants him to drop the lawsuit demanding the industry pay for the climate crisis / Look at this ⁦@johncusack⁩  https://t.co/FJB9RFjrtp",
3544,4.0,1449525565900398596,115505536,John Leonard,JohnLeonard1953,0,https://t.co/DPBfAepsno,A US small-town mayor sued the oil industry. Then Exxon went after him | Climate crisis | The Guardian https://t.co/DPBfAepsno,
3545,4.0,1449525485533282305,3299957854,TL Jordan,dulcedemon,0,https://t.co/i7dp2olV8F,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/i7dp2olV8F,
3548,4.0,1449517759579234309,1040334402235060224,"Shane, Hebe, Io and Rhea (No DMs)",ShaneWoodhouse3,0,https://t.co/0Xwp6O8Awj,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/0Xwp6O8Awj,
3549,4.0,1449508961829343232,317907435,Diane Snavely,DianeSnavely,0,https://t.co/5TVJYkqwv5,A US small-town mayor sued the oil industry. Then Exxon went after him https://t.co/5TVJYkqwv5,
3551,4.0,1449506863008059392,58192120,El Censelio,Censelio,0,https://t.co/kG9RWzl4tZ,"A US small-town mayor sued the oil industry. Then Exxon went after him

The mayor of Imperial Beach, California, says big oil wants him to drop the lawsuit demanding the industry pay for the climate crisis  https://t.co/kG9RWzl4tZ",
3552,4.0,1449506708569604096,35538459,Kaj Embren,KajEmbren,0,https://t.co/jklb9KgvDk,A US small-town mayor sued the oil industry. Then Exxon went after him ⁦@usmayors⁩ ⁦@Mayors4Climate⁩ ⁦@citymayors⁩ ⁦@c40cities⁩ ⁦@UrbanInnovate⁩ ⁦@GovernanceUrban⁩ ⁦@dandelurey⁩ ⁦@danmiller999⁩ #climatecrise https://t.co/jklb9KgvDk,
3553,4.0,1449498064159494147,1129812268663934977,Science Vortex,renissance_1,0,https://t.co/4N8CuK5XGi,A US small-town mayor sued the oil industry. Then Exxon went after him | Climate crisis | The Guardian https://t.co/4N8CuK5XGi,
